source_path,FY,period,section,line_label,series_id,value,unit,row_role,source_file,source_cell,formula,source_status,source_basis,vktpc_source_file,vktpc_source_cell,vktpc_source_status,population_source_file,population_source_cell,population_source_status,model_id,quarter_composition,actual_quarters,forecast_quarters,replacement_flag,value_status,residual_vs_official,scenario_name,scenario_role,fed_path,availability_status,forecast_segment,ped_bridge_mode_label,ped_bridge_value_delta,ped_bridge_population_warning
Current finalist Base case,2034,FY2034,Key volumes,Heavy BEV RUC net km,heavy_bev_ruc_net_km,178.04024478685,million km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,RUC,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,74.50506210254844,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,FED,LPG,gross_lpg_revenue,43.8839031230627,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,FED,CNG,gross_cng_revenue,0.0,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,FED,FED refunds,fed_refunds,110.874936585782,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,RUC,RUC admin,ruc_admin_revenue,46.2262315438966,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,RUC,RUC refunds,ruc_refunds,139.578421718246,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,MVR,MR1,mr1_revenue,503.24090330059,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,MVR,MR2,mr2_revenue,32.4313532891816,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,MVR,MR13,coo_revenue,0.0,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,MVR,MVR admin,mvr_admin_revenue,69.9506951716758,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,MVR,MVR refunds,mvr_refunds,1.98844335681006,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,TUC,TUC net revenue,tuc_net_revenue,17.5578996928248,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,Key volumes,TUC GTK,tuc_gtk,8179315222.66,tonne-km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,RUC,Gross RUC,gross_ruc_revenue,4409.574245199918,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,RUC,RUC net admin,ruc_revenue_net_admin,4363.348013656021,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,gross_ruc_revenue - BEFU26 ruc_admin_revenue,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,RUC,RUC net admin/refunds,total_ruc_net_revenue,4223.769591937775,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,ruc_revenue_net_admin - BEFU26 ruc_refunds,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,FED,Gross FED,gross_fed_revenue,3239.798507418344,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,gross_ped_revenue + BEFU26 LPG + BEFU26 CNG,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,FED,Net FED,net_fed_revenue,3128.923570832562,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,gross_fed_revenue - BEFU26 fed_refunds,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,MVR,Gross MVR,gross_mvr_revenue,535.6722565897716,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,MR1 + MR2 + COO,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,MVR,MVR net admin & COO,mvr_revenue_net_admin_coo,465.7215614180958,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,MR1 + MR2 - mvr_admin_revenue,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,MVR,MVR net admin/refunds/COO,net_mvr_revenue,463.73311806128567,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,mvr_revenue_net_admin_coo - mvr_refunds,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,Totals,Total gross revenues,total_gross_revenue,8202.602908900857,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,gross RUC + gross FED + gross MVR + TUC,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,Totals,Total admin fees,total_admin_fees,116.1769267155724,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,ruc_admin + mvr_admin + coo,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,Totals,Total revenues net of admin fees,total_revenue_net_admin,8086.425982185285,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,total_gross_revenue - total_admin_fees,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,Totals,Total refunds,total_refunds,252.44180166083805,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,ruc + fed + mvr refunds,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2034,FY2034,Totals,Total NLTF revenue,total_nltf_net_revenue,7833.984180524449,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2034,total_revenue_net_admin - total_refunds,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,PED VKT per capita,ped_vkt_per_capita,5904.09633881265,km/person,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,"FY2030 petrol anchor * Current growth geometrically blended toward the BEFU26 growth shape (balanced_structural, complete FY2045) / scenario population",source_backed,post_model_structural_extrapolation,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q2,current_finalist_model,,,,PED__VNEXT_SOLVED_CONVEX_TOP2,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,Light petrol VKT,light_petrol_vkt,34215.23408211758,million km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,"FY2030 petrol anchor * Current growth geometrically blended toward the BEFU26 growth shape (balanced_structural, complete FY2045)",source_backed,post_model_structural_extrapolation,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q2,current_finalist_model,scenario_inputs/scenario_input_wide.parquet,scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),scenario_input_population,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,PED volume,ped_volume,2847.3652016404053,million litres,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,extrapolated petrol VKT * bridge-vintage litres intensity / 100,source_backed,post_model_structural_extrapolation,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q2,current_finalist_model,scenario_inputs/scenario_input_wide.parquet,scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),scenario_input_population,PED__VNEXT_SOLVED_CONVEX_TOP2,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,Heavy RUC net km,heavy_ruc_net_km,4332.904593391855,million km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,"FY2030 Heavy anchor * Current growth geometrically blended toward the BEFU26 growth shape (balanced_structural, complete FY2045)",source_backed,post_model_structural_extrapolation,,,,,,,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,Light RUC net km,light_ruc_net_km,13229.329799110064,million km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,"FY2030 pool anchor * VFM pool index geometrically blended toward the BEFU26 growth shape (balanced_structural, complete FY2045) * exact VFM conventional share",source_backed,post_model_structural_extrapolation,,,,,,,dynamic_RESID_GBR_n150_d1_lr0.05_w36,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,Light BEV RUC net km,light_bev_ruc_net_km,8161.8272756409115,million km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,"FY2030 pool anchor * VFM pool index geometrically blended toward the BEFU26 growth shape (balanced_structural, complete FY2045) * exact VFM Light BEV share",source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,PHEV RUC net km,phev_ruc_net_km,3557.038943726457,million km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,"FY2030 pool anchor * VFM pool index geometrically blended toward the BEFU26 growth shape (balanced_structural, complete FY2045) * exact VFM PHEV share",source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,Current finalist Light RUC conventional modelled km,current_light_ruc_conventional_modelled_km,12844.602916997665,million km,audit_only,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,conventional class of the structural pool,source_backed,post_model_structural_extrapolation,,,,,,,dynamic_RESID_GBR_n150_d1_lr0.05_w36,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,Light RUC net revenue,light_ruc_net_revenue,1443.3198810829158,$m nominal ex GST,replacement_line,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,conventional Light RUC km * BEFU26 conventional Light effective rate,source_backed,post_model_structural_extrapolation,,,,,,,dynamic_RESID_GBR_n150_d1_lr0.05_w36,,,,True,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,Light BEV RUC net revenue,light_bev_ruc_net_revenue,890.4553557724238,$m nominal ex GST,replacement_line,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,True,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,PHEV RUC net revenue,phev_ruc_net_revenue,191.36869517248255,$m nominal ex GST,replacement_line,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,allocated PHEV RUC km * BEFU26 PHEV effective rate,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,True,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,Heavy RUC net revenue,heavy_ruc_net_revenue,1940.253012397905,$m nominal ex GST,replacement_line,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,extrapolated Heavy RUC km * BEFU26 effective rate,source_backed,post_model_structural_extrapolation,,,,,,,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,True,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,FED,Gross PED,gross_ped_revenue,3246.267941934366,$m nominal ex GST,replacement_line,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,extrapolated PED litres * BEFU26 PED rate,source_backed,post_model_structural_extrapolation,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2029Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2030Q2,current_finalist_model,scenario_inputs/scenario_input_wide.parquet,scenario_inputs/scenario_input_wide.parquet:PED:population (2029Q3; 2029Q4; 2030Q1; 2030Q2),scenario_input_population,PED__VNEXT_SOLVED_CONVEX_TOP2,,,,True,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,Heavy BEV RUC net km,heavy_bev_ruc_net_km,205.343859461655,million km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,88.35859639470527,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,FED,LPG,gross_lpg_revenue,44.0215466525324,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,FED,CNG,gross_cng_revenue,0.0,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,FED,FED refunds,fed_refunds,111.445970529907,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,RUC admin,ruc_admin_revenue,48.0866744622314,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,RUC refunds,ruc_refunds,147.714765866256,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,MVR,MR1,mr1_revenue,499.647812671426,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,MVR,MR2,mr2_revenue,32.4936991760889,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,MVR,MR13,coo_revenue,0.0,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,MVR,MVR admin,mvr_admin_revenue,69.6937645219894,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,MVR,MVR refunds,mvr_refunds,2.00066993516834,$m nominal ex GST,deduction,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,TUC,TUC net revenue,tuc_net_revenue,17.5578996928248,$m nominal ex GST,leaf,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Key volumes,TUC GTK,tuc_gtk,8179315222.66,tonne-km,bridge_input,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,carried from BEFU26 official (fixed line),source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,Gross RUC,gross_ruc_revenue,4701.470306686689,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,light + heavy + light BEV + BEFU26 heavy BEV + PHEV RUC revenue + BEFU26 ruc_refunds,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,RUC net admin,ruc_revenue_net_admin,4653.383632224457,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,gross_ruc_revenue - BEFU26 ruc_admin_revenue,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,RUC,RUC net admin/refunds,total_ruc_net_revenue,4505.668866358201,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,ruc_revenue_net_admin - BEFU26 ruc_refunds,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,FED,Gross FED,gross_fed_revenue,3290.289488586898,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,gross_ped_revenue + BEFU26 LPG + BEFU26 CNG,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,FED,Net FED,net_fed_revenue,3178.8435180569913,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,gross_fed_revenue - BEFU26 fed_refunds,source_backed,post_model_structural_extrapolation,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,MVR,Gross MVR,gross_mvr_revenue,532.1415118475148,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,MR1 + MR2 + COO,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,MVR,MVR net admin & COO,mvr_revenue_net_admin_coo,462.4477473255255,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,MR1 + MR2 - mvr_admin_revenue,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,MVR,MVR net admin/refunds/COO,net_mvr_revenue,460.4470773903571,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,mvr_revenue_net_admin_coo - mvr_refunds,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
Current finalist Base case,2035,FY2035,Totals,Total gross revenues,total_gross_revenue,8541.459206813926,$m nominal ex GST,calculated_rollup,post_model_extrapolation,post_model_extrapolation:current_basecase:FY2035,gross RUC + gross FED + gross MVR + TUC,source_backed,post_model_structural_extrapolation,,,,,,,,,,,False,post_model_extrapolation,,current_basecase,basecase,Current planned path,available,post_model_extrapolation,,,
